Gene symbol	Description	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	cell-cell adhesion	cell surface	opc_fold_change	endothelial_fold_change
Mir221		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir222		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir223		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir224		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir23a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir23b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir24-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir24-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir25		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir26a-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir26a-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir26b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir27a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir27b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir2861		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir28b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir290		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir296		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir297-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir297a-3		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir297b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir298		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir299		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir29a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir29b-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir29b-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir29c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir300		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir301		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir301b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir302a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir302b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir302c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir302d		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3057		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3058		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3059		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3060		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3061		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3062		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3064		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3065		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3066		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3067		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3068		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3070a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3070b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3072		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3073		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3074-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3074-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3075		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3077		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3078		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3081		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3083		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3085		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3086		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3087		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3088		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3089		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3091		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3092		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3093		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3094		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3095		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3096		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3096b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3097		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3099		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30c-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30c-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30d		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir30e		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir31		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3100		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3101		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3102		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3103		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3106		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3107		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3108		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3109		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3110		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3112		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir32		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir320		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir322		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir323		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir324		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir326		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir328		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir329		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir33		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir330		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir331		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir335		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir337		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir338		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir339		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir340		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir341		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir343		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344d-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344d-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344d-3		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344e		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344f		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir344g		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir345		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir346		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3471-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3473		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3473c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3473d		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3474		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3475		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir34a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir34b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir34c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir350		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir351		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3572		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir362		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir363		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir365-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir365-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir367		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir369		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir370		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir374		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir374c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir375		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir376a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir376b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir376c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir377		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir378b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir379		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir380		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir381		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir382		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir383		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir384		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3960		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3966		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3967		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3968		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3969		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir3971		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir409		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir410		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir411		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir412		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir421		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir423		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir425		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir429		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir431		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir432		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir434		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir448		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir449a		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir449b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir449c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir450-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir450-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir450b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir451		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir452		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir453		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir455		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir463		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir465		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir465b-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir465b-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir465c-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir466		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir4660		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir466g		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir466i		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-10		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-3		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-4		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-5		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-6		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-7		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-8		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467a-9		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467d		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir467f		0.52202	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.76838
Mir468		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir470		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir471		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir483		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir484		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir485		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir486		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir487b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir488		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir489		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir490		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir491		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir493		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir494		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir495		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir496		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir497		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir499		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir500		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir501		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir503		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir504		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5046		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir505		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir509		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5098		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5100		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5103		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5104		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5106		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5107		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5108		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5109		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir511		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5112		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5114		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5116		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5117		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5119		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5121		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5122		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5123		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5126		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5127		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5128		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5129		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5132		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5133		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5134		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5135		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir5136		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir532		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir539		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir540		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir541		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir542		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir543		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir546		1.7459	2.3501	1.7916	0.32365	1.1385	1.8875	2.0521	0	0	0.65406	0.41459
Mir547		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir551b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir568		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir574		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir582		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir592		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir598		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir599		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir615		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir653		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir654		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir664		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir665		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir666		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir667		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir668		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669a-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669a-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669a-3		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669b		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669c		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669e		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669g		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669h		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669i		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669j		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669k		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669m-2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir669p-1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir670		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir671		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir672		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Mir673		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
